title,content,reg_date,view_count,notice
☆2025.8월 졸업예정자☆ 2024학년도 후기(2025.8월) 졸업예정자 다전공 자격원 제출 안내,"****
**2024학년도 후기(2025.8월) 졸업예정자 다전공 자격원 제출 안내**
2024학년도 후기(2025.8월) 졸업예정자 중 다전공을 이수한 학생의 「자격원」 신청 및 제출 절차를 아래와 같이 알려드리오니,
**해당 학생들은다전공 자격원을 소속학과 사무실로반드시 기한 내 제출** 해주시기 바랍니다. **<추가 신청기한 없음>**
**1. 제출기간 및 방법**
★ 학생 제출서류 : 다전공별 자격원 ( 학사정보시스템 출력 ) 및 성적증명서 각 1 부
**★ USG 공유대학 융합전공 이수자는 학과 방문 전 반드시 RISE사업단을 방문하여 중복인정교과 확인 필요**
- RISE사업단 위치: 도서관 5층 502호
- 담당자: RISE사업단 박현지, 구민경(055-213-4515,4517)
2. 유의사항
가. 자격원 교과목명과 성적증명서 교과목명의 이수구분 및 이수학기 확인
나 . 지정 기간 내 소정의 서류를 제출하지 않을 경우 자격 취득 불가
**3. 졸업예정자 다전공 신청 관련 안내사항(필독)**
가 . 졸업예정자 중 부전공 취득 희망자[자유선택 취득학점이 부전공 취득학점(21학점) 이상인 경우]
: 다전공 ( 부전공 ) 신청 ⇨ 승인 후 다전공 자격원 제출 ⇨ 확인 ⇨ 부전공 인정 가능
※ 2025학년도 2 학기 다전공 학생 신청기간 : 2025. 7. 9.(수) ~ 2025. 7. 11.(금 )
나 . **복수전공자가 복수전공 포기 후 잔여 이수학점으로 부전공 취득 희망 시** : 부전공으로 변경/승인 후 **(교육학사과 요청)**
다전공 자격원 제출
다. **하기 계절수업 이수 후 취득 가능자는별도 다전공 자격원 제출 안내 예정('25.7월 중순)**
기타 문의는 학과사무실 또는 교육학사과(☎055-213-2052) 연락바랍니다.
붙임  학사정보시스템 다전공 자격원 신청화면 1부.   끝.
| 제출기간 | 신청 및 제출방법 | 제출처 |
| 2025.7.9.(수) ~2025.7.14.(월)<제출기한 엄수>※ 성적확정 후 제출 | ◼ ① 다전공 자격원 작성 및 출력(학사정보시스템) ⇨②다전공(제2전공) 학과(부)장다전공  이수 확인     ⇨③  다전공대학장 확인 ⇨ ④주전공(제1전공) 학과제출※ 부전공·복수전공·연계전공·융합전공(구.공유복수전공) 자격원 제출방법 모두 동일◼다전공자격원 작성:와글 ⇨ 학사정보시스템 ⇨ 다전공 ⇨다전공자격원출력클릭(수기 작성 불가)◼ 학생 제출서류(다전공별 자격원 + 성적증명서)※ 융합전공 : 학사정보시스템에서 판정(학생 제출 X / 학과 전산판정),융합전공 포기자는 학과사무실로 연락※ 부트랙 : 이수자명단 제출 (학생 제출 X / 학과에서 명단제출) | 소속학과사무실 |",2025. 6. 26,114,True
[취업전략센터] 기업탐방 프로그램 (6/4(수) 한국거래소) 안내,,2025. 5. 27,69,False
☆신입생 필독☆ 신입생 대학생활적응력 향상 프로그램 안내사항 전달,"**# 일시: 3/14(금) 14시~**
**# 장소: 55102 강의실**
****
**<안내사항>**
1. 필수 교과목"" 대학생활의 설계"" 연계하여, 운영되고,
프로그램을 통해 교과목 이수해야 할 부분을 진행하니, 꼭 필참 당부
2.  학생 폰으로 다양한 검사를 진행합니다.
**반드시교육 전에고용 24 어플을 설치하고, 아이디, 비번으로 회원가입을 사전에 꼭 해주세요!! [가입 방법 첨부문서 참조]**
***부모 명의의 휴대폰을 사용하는 학생이 있어, 회원가입은 사전에 미리 해주세요(폰 인증이 필수)**
아이디, 비번은 메모에 적어두면, 당일 로그인하여 수월하게 검사를 진행할 수 있습니다.
3. 교육시간 100% 이수자에 한해 출석인정신청 가능",2025. 3. 10,92,False
☆필수☆ 2024학년도 하반기 연구활동종사자 안전교육 이수 안내,"연구활동종사자 연구실 안전교육은 법정 의무교육 이므로 ‘2024 학년도 상반기 연구활동종사자 연구실 안전교육 ’ 을 반드시 이수 해주시기 바랍니다 .
가 . 대 상 자 :  국립창원대학교 학부생, 대학원생, 연구원, Post-doc 및 교수 등
나 . 교육기간 : 2024. 9. 2. ~ 12. 31.
* 안전사고 예방을 위해 학기초 (9, 10 월 ) 에 이수 요망
다 . 교육방법
1) 사이버교육: 창원대학교 연구실안전관리시스템( [https://labsafety.changwon.ac.kr/)](https://labsafety.changwon.ac.kr/)%EC%97%90%EC%84%9C) 에서 신청/수강
☞ 안전교육>사이버교육>수강신청 목록 중 자유 선택, **3시간** **이상** 이수 완료
2) 집합교육: 사이버교육 미이수 학생 대상
※ 붙임: 사이버 안전교육 매뉴얼 1부.
| 교육명 | 2024학년도 상반기 연구활동종사자 연구실 집합 안전교육 |
| 교육대상 | 기본교육(자체, 사이버교육) 미이수 학내 연구활동종사자(대학교원, 학부생, 대학원생, 연구원, 조교 등) |
| 교육일시 | 추후 공지 |
| 교육장소 | 추후 공지 |",2024. 9. 30,306,False
2024-2학기 학부 주요 학사일정 변경 안내(2024. 9. 26. 기준),"**2024-2학기 학부 주요 학사일정변경안내(2024. 9. 26. 기준)**
□ 2024-2학기 학부 주요 학사일정을 아래와 같이 **변경** 하여 안내드립니다.
1. 2024-2학기 주요 학사일정 **(변경, 2024. 9. 26.)**
2. 2024-2학기 휴업일별 지정 보강일 **변경(추가)**
※ 학기 중 임시공휴일 추가 지정 등 위의 휴업일별 지정보강일 외 추가 보강 필요시 별도 안내 예정
| 구  분 | 주 요 내 용 | 비 고 |
| 개    강 | - 2024. 9. 2.(월) |  |
| 코로나19관련수업 운영 | -(담당 교원 확진)복무(병가,연가 등)상황에 따라휴강 후 자체 보강(지정보강일 제외,단과대학장 승인 조건부)또는해당 기간 원격수업*운영*「국립창원대학교 원격수업 운영 지침」제3조 제③항에 따라 정상적인 수업 진행이 어려운 경우 한시적으로 원격수업(동영상)전환 운영 가능- (학생 확진)확진*으로 인한 사유로ʹ대면 수업ʹ결석시해당 기간출석 인정(증빙자료 격리기간 기준)가능*확진 등으로 인한 대면 수업 결석 시 대체 과제 수행 및 증빙서류제출(격리기간이 명시된 진단서)로 강좌별 출석 인정 가능 | 정부 지침 또는 코로나19재확산 시 세부 사항 별도 안내 예정 |
| 수강신청변경 | - 2024. 9. 2.(월) 09:00 ~ 9. 6.(금) 18:00※야간학과의 경우 수강신청변경 종료일23:50까지 변경 가능 | 1주간 |
| 수업일수1/4 | - 2024. 9. 27.(금)-휴·복학 만기일(단과대학:당일18:00까지 휴·복학 승인 확정) |  |
| 수업일수2/4 | - 2024. 10. 25.(금)※중간고사:수업일수2/4전·후1주 기간(10. 14. ~ 11. 1.)실시 |  |
| 수업일수3/4 | - 2024. 11. 22.(금)-군 휴학 신청자 당해학기 성적인정 여부 확인 |  |
| 보 강 주 | - 2024. 12. 7.(토) ~ 12. 15.(일)※ 국군의날 임시공휴일(10월 1일) 지정에 따라 보강주 일정 변경 | 1주간 |
| 기말고사 | - 2024. 12. 16.(월) ~ 12. 21.(토)※12. 21.(토):미래융합대학(문화테크노학과 제외)주말수업 종료일 | 1주간 |
| 성적처리 | 자료입력 | - 2024. 12. 21.(토) ~ 12. 30.(월) | 1주간 |
| 성적열람 및 정정 | - 2024. 12. 31.(화) 09:00 ~ 2025. 1. 6.(월) 18:00 | 1주간 |
| 성적 이의신청 | - 2024. 12. 31.(화) 09:00 ~ 2025. 1. 3.(금) 18:00 | 학생 신청 |
| 성적확정 | - 2025. 1. 7.(화) |  |
| 동기휴가 | - 2024. 12. 23.(월) ~ 2025. 2. 28.(금) |  |
| 계절수업 | - 2024. 12. 26.(목) ~ 2025. 1. 16.(목) | 3주간 |
| 휴업일 | 9. 16.(월) | 9. 17.(화) | 9. 18.(수) | 10. 3.(목) | 10. 9.(수) | 11. 19.(화) | 10. 1.(화) |
| 휴업 사유 | 추석 연휴 | 추석 | 추석 연휴 | 개천절 | 한글날 | 수시모집 면접고사 | 국군의 날(임시공휴일) |
| 지정 보강일 | 12. 9.(월) | 12. 10.(화) | 12. 11.(수) | 12. 12.(목) | 12. 13.(금) | 12. 14.(토)[주말(토)시간표 수업:12. 15.(일)보강] | 12. 7.(토)[주말(토)시간표 수업:12. 8.(일)보강] |",2024. 8. 27,1482,False
컴퓨터공학과 제37회 봉림소프트웨어 전시회 개최 안내,"컴퓨터공학과에서 제37회 봉림소프트웨어전시회를 개최하오니 관심있는 분들의 많은 참여 부탁드립니다.
○ 일시: 2025. 5.30.(금) 10:00~17:00 (개막식 10:00)
○ 장소: 국립창원대학교 예술대전시실 (63호관 1층)",2025. 5. 23,109,False
2024학년도 학생교육서포터즈 학생성과 인증 제도 홍보 행사 안내,,2024. 11. 28,57,False
☆중요☆ 균형교양_④자연과학기술의이해 「GEA8515 컴퓨팅사고력」 교과목 폐지에 따른 재수강 안내,"균형교양_④자연과학기술의이해 **「GEA8515 컴퓨팅사고력」** 재수강 안내
1. 2 025학년도 교양교육과정 개편에 따라 「 GEA8515 컴퓨팅사고력」 교과목 폐지
2. 대체 교과목 지정 현황
4. 2025학년도 교양교육과정 개편에 따른 경과조치: 2021~2024학년도 교육과정 적용자, 컴퓨팅사고력 이수 의무 면제
※ 학과지정과목: 컴퓨터개론, 컴퓨터프로그래밍, 공업수학
<학사정보시스템 > 교과정보 > 대체과목조회>
| 대체 신청 교과목(현행 과목) | 대체 지정 교과목(폐지 과목) |
| 학과 | 이수구분 | 학수번호 | 교과목명 | 학점 | 학과 | 이수구분 | 학수번호 | 교과목명 | 학점 |
| 컴퓨터공학과 | 균형교양 | GEA7565 | 컴퓨터시스템입문 | 2 | 컴퓨터공학과 | 균형교양 | GEA8515 | 컴퓨팅사고력 | 2 |
**3.**
**「GEA8515 컴퓨팅사고력」 재수강이 필요한 학생은 학과사무실에 문의 바람**",2025. 2. 26,169,True
☆4학년 필독☆ 2024학년도 제36회 봉림소프트웨어전시회 패널 제출 안내 [제출기한 ~10/18(금)],"**2024학년도 졸업작품 전시회** **개최** **와 관련하여 일정 및 판넬 제출 안내 드립니다.**
1. 행사명: **제36회 봉림소프트웨어전시회**
2. 일시: **2024.11.8.(금)**
3. 장소: **창원대 박물관** **조현욱아트홀**
4. 제출 서류
가. 제출대상: 2024-1,2학기 캡스톤디자인 통과 학생(팀) **☞ 「졸업논문」 수강생은 반드시 참여**
**나. 제출서류:**
- 판넬:  붙임의 양식으로 제출 (작성요령 참고하여 작성바람)
- 2024년 봉림소프트웨어전 참가현황 (서식 작성하여 제출)
다. 제출기한: **~10/18(금) 15:00까지,** [computer@changwon.ac.kr](mailto:computer2@changwon.ac.kr) **☞ 기한 엄수**
라. 기타: 메일 제목 ' 봉소_조원이름1, 조원이름2' 으로 제출",2024. 10. 8,826,False
☆4학년 필독☆ 2025-1학기 산학캡스톤디자인2 최종 발표 일정 알림,"2025-1 학기 「 산학캡스톤디자인 2 」 최종 발표 및 봉림소프트웨어전시회 일정 알려드립니다 .
#1. 봉림소프트웨어전시회(=최종 발표일) : 5/30( 금 ) 09:30
- 세부 일정 및 발표 순서는 5/7( 수 ) 에 공지 예정
#2. 발표장소 : 예술대전시실 (63 호관 1 층 )
#3. 발표대상 : 「 캡스톤디자인 최종 발표 신청서 」 를 제출한 팀 ( 학생 )
#4. 제출서류
○ 캡스톤디자인 최종 발표 신청서
- 제출대상 : 캡스톤디자인 최종 발표를 희망하는 팀 ( 학생 ) 은 붙임의 서식 작성 후
지도교수님의 서명을 받아 학과사무실로 원본 제출
- 제출기한 : 4/30( 수 ) 17 시
○ 캡스톤디자인 최종 발표 자료 ☞ 봉림소프트웨어 전시회 관련 제출 자료는 별도 공지
- 제출자료 : 발표자료 (PPT) 및 데모 영상 ( 데모는 직접 시연 또는 동영상으로 준비 )
- 제출방법 : 학과 이메일 제출 ( [computer@changwon.ac.kr](mailto:computer@changwon.ac.kr) )
- 메일제목 : 2025-1 캡스톤디자인 2 발표자료 _ 학번이름 _ 학번이름
- 첨부파일 : 압축파일 (2025-1 캡스톤디자인 발표 _ 학번이름 _ 학번이름 .zip)
- 제출기한 : 5/14( 수 ) 18 시 ( 최종본 제출로 추가 정정 없음 )
○ 캡스톤디자인 결과 보고
- 제출자료 : 졸업논문 , 팀별 수행결과보고서
- 제출방법 : 학과 이메일 제출 (computer@changwon.ac.kr)
- 메일제목 : 2025-1 캡스톤디자인 2 결과보고 _ 학번이름 _ 학번이름
- 첨부파일 : 2025-1 캡스톤디자인 2 결과보고서 _ 학번이름 _ 학번이름 .hwp
2025-1 졸업논문 _ 학번이름 _ 학번이름 .hwp
- 제출기한 : 6/13( 금 ) 18 시
※ 팀별 수행결과보고서는 캡스톤디자인 최종 발표자 전원 제출해야 함 ( 통과 여부에 상관없음 )
#5. 기타 : 최종발표 시 수업 외 다른 사유로 발표 장소 이탈 허용되지 않음
각 서식별 제출기한 엄수
캡스톤디자인 최종 발표 미신청자 , 결과보고서 미 제출자는 최종 성적 ""F"" 처리",2025. 3. 28,449,False
